Index,alpha1,alpha2,result,how,sutraNum,sutraEnglish,scVasu
826,ग्,औ,गौ,जश्त्व,8.2.39,"A झल् letter occurring at end of a पद is converted to the corresponding जश् letter.,","A झल् letter occurring at end of a पद is converted to the corresponding जश् letter.,"
827,ग्,क्,क्क्,चर्त्व,8.4.55,,
828,ग्,ख्,क्ख्,चर्त्व,8.4.55,,
829,ग्,ग्,ग्ग्,जश्त्व,8.4.53,,
830,ग्,घ्,ग्घ्,जश्त्व,8.4.53,,
831,ग्,ङ्,ग्ङ्,जश्त्व,8.2.39,"A झल् letter occurring at end of a पद is converted to the corresponding जश् letter.,","A झल् letter occurring at end of a पद is converted to the corresponding जश् letter.,"
832,ग्,ङ्,ङ्ङ्,अनुनासिक,8.4.45,,
833,ग्,च्,क्च्,चर्त्व,8.4.55,,
834,ग्,छ्,क्छ्,चर्त्व,8.4.55,,
835,ग्,ज्,ग्ज्,जश्त्व,8.4.53,,
836,ग्,झ्,ग्झ्,जश्त्व,8.4.53,,
837,ग्,ञ्,ग्ञ्,जश्त्व,8.2.39,"A झल् letter occurring at end of a पद is converted to the corresponding जश् letter.,","""A झल् letter occurring at end of a पद is converted to the corresponding जश् letter."",
    """
838,ग्,ञ्,ङ्ञ्,अनुनासिक,8.4.45,,
839,ग्,ट्,क्ट्,चर्त्व,8.4.55,,
840,ग्,ठ्,क्ठ्,चर्त्व,8.4.55,,
841,ग्,ड्,ग्ड्,जश्त्व,8.4.53,,
842,ग्,ढ्,ग्ढ्,जश्त्व,8.4.53,,
843,ग्,ण्,ग्ण्,जश्त्व,8.2.39,"A झल् letter occurring at end of a पद is converted to the corresponding जश् letter.,","""A झल् letter occurring at end of a पद is converted to the corresponding जश् letter."",
    """
844,ग्,ण्,ङ्ण्,अनुनासिक,8.4.45,,
845,ग्,त्,क्त्,चर्त्व,8.4.55,,
846,ग्,थ्,क्थ्,चर्त्व,8.4.55,,
847,ग्,द्,ग्द्,जश्त्व,8.4.53,,
848,ग्,ध्,ग्ध्,जश्त्व,8.4.53,,
849,ग्,न्,ग्न्,जश्त्व,8.2.39,"A झल् letter occurring at end of a पद is converted to the corresponding जश् letter.,","""A झल् letter occurring at end of a पद is converted to the corresponding जश् letter."",
    """
850,ग्,न्,ङ्न्,अनुनासिक,8.4.45,,
851,ग्,प्,क्प्,चर्त्व,8.4.55,,
852,ग्,फ्,क्फ्,चर्त्व,8.4.55,,
853,ग्,ब्,ग्ब्,जश्त्व,8.4.53,,
854,ग्,भ्,ग्भ्,जश्त्व,8.4.53,,
855,ग्,म्,ग्म्,जश्त्व,8.2.39,,
856,ग्,म्,ङ्म्,अनुनासिक,8.4.45,,
857,ग्,य्,ग्य्,जश्त्व,8.2.39,,
858,ग्,र्,ग्र्,जश्त्व,8.2.39,,
859,ग्,ल्,ग्ल्,जश्त्व,8.2.39,,
860,ग्,व्,ग्व्,जश्त्व,8.2.39,,
861,ग्,श्,क्श्,चर्त्व,8.4.55,,
862,ग्,ष्,क्ष्,चर्त्व,8.4.55,,
863,ग्,स्,क्स्,चर्त्व,8.4.55,,
864,ग्,ह्,ग्घ्,पूर्वसवर्ण,8.4.62,,
865,ग्,ह्,ग्ह्,जश्त्व,8.2.39,"A झल् letter occurring at end of a पद is converted to the corresponding जश् letter.,","""A झल् letter occurring at end of a पद is converted to the corresponding जश् letter."",
    """
866,घ्,अ,ग,जश्त्व,8.2.39,"A झल् letter occurring at end of a पद is converted to the corresponding जश् letter.,","""A झल् letter occurring at end of a पद is converted to the corresponding जश् letter."",
    """
867,घ्,आ,गा,जश्त्व,8.2.39,"A झल् letter occurring at end of a पद is converted to the corresponding जश् letter.,","""A झल् letter occurring at end of a पद is converted to the corresponding जश् letter."",
    """
868,घ्,इ,गि,जश्त्व,8.2.39,"A झल् letter occurring at end of a पद is converted to the corresponding जश् letter.,","""A झल् letter occurring at end of a पद is converted to the corresponding जश् letter."",
    """
869,घ्,ई,गी,जश्त्व,8.2.39,"""A झल् letter occurring at end of a पद is converted to the corresponding जश् letter."",
    ","""A झल् letter occurring at end of a पद is converted to the corresponding जश् letter."",
    """
870,घ्,उ,गु,जश्त्व,8.2.39,"A झल् letter occurring at end of a पद is converted to the corresponding जश् letter.,","""A झल् letter occurring at end of a पद is converted to the corresponding जश् letter."",
    """
871,घ्,ऊ,गू,जश्त्व,8.2.39,"""A झल् letter occurring at end of a पद is converted to the corresponding जश् letter."",
    ","""A झल् letter occurring at end of a पद is converted to the corresponding जश् letter."",
    """
872,घ्,ऋ,गृ,जश्त्व,8.2.39,"""A झल् letter occurring at end of a पद is converted to the corresponding जश् letter."",
    ","""A झल् letter occurring at end of a पद is converted to the corresponding जश् letter."",
    """
873,घ्,़,ग़्,जश्त्व,8.2.39,"A झल् letter occurring at end of a पद is converted to the corresponding जश् letter.,","""A झल् letter occurring at end of a पद is converted to the corresponding जश् letter."",
    """
874,घ्,ऌ,गॢ,जश्त्व,8.2.39,"A झल् letter occurring at end of a पद is converted to the corresponding जश् letter.,","A झल् letter occurring at end of a पद is converted to the corresponding जश् letter.,"
875,घ्,ए,गे,जश्त्व,8.2.39,"""A झल् letter occurring at end of a पद is converted to the corresponding जश् letter."",
    ","""A झल् letter occurring at end of a पद is converted to the corresponding जश् letter."",
    """
876,घ्,ऐ,गै,जश्त्व,8.2.39,"""A झल् letter occurring at end of a पद is converted to the corresponding जश् letter."",
    ","""A झल् letter occurring at end of a पद is converted to the corresponding जश् letter."",
    """
877,घ्,ओ,गो,जश्त्व,8.2.39,"""A झल् letter occurring at end of a पद is converted to the corresponding जश् letter."",
    ","A झल् letter occurring at end of a पद is converted to the corresponding जश् letter.,"
878,घ्,औ,गौ,जश्त्व,8.2.39,"A झल् letter occurring at end of a पद is converted to the corresponding जश् letter.,","""A झल् letter occurring at end of a पद is converted to the corresponding जश् letter."",
    """
879,घ्,क्,क्क्,चर्त्व,8.4.55,,
880,घ्,ख्,क्ख्,चर्त्व,8.4.55,,
881,घ्,ग्,ग्ग्,जश्त्व,8.4.53,,
882,घ्,घ्,ग्घ्,जश्त्व,8.4.53,,
883,घ्,ङ्,ग्ङ्,जश्त्व,8.2.39,,
884,घ्,ङ्,ङ्ङ्,अनुनासिक,8.4.45,,
885,घ्,च्,क्च्,चर्त्व,8.4.55,,
886,घ्,छ्,क्छ्,चर्त्व,8.4.55,,
887,घ्,ज्,ग्ज्,जश्त्व,8.4.53,,
888,घ्,झ्,ग्झ्,जश्त्व,8.4.53,,
889,घ्,ञ्,ग्ञ्,जश्त्व,8.2.39,,
890,घ्,ञ्,ङ्ञ्,अनुनासिक,8.4.45,,
891,घ्,ट्,क्ट्,चर्त्व,8.4.55,,
892,घ्,ठ्,क्ठ्,चर्त्व,8.4.55,,
893,घ्,ड्,ग्ड्,जश्त्व,8.4.53,,
894,घ्,ढ्,ग्ढ्,जश्त्व,8.4.53,,
895,घ्,ण्,ग्ण्,जश्त्व,8.2.39,"A झल् letter occurring at end of a पद is converted to the corresponding जश् letter.,","""A झल् letter occurring at end of a पद is converted to the corresponding जश् letter."",
    """
896,घ्,ण्,ङ्ण्,अनुनासिक,8.4.45,,
897,घ्,त्,क्त्,चर्त्व,8.4.55,,
898,घ्,थ्,क्थ्,चर्त्व,8.4.55,,
899,घ्,द्,ग्द्,जश्त्व,8.4.53,,
900,घ्,ध्,ग्ध्,जश्त्व,8.4.53,,
901,घ्,न्,ग्न्,जश्त्व,8.2.39,"A झल् letter occurring at end of a पद is converted to the corresponding जश् letter.,","A झल् letter occurring at end of a पद is converted to the corresponding जश् letter.,"
902,घ्,न्,ङ्न्,अनुनासिक,8.4.45,,
903,घ्,प्,क्प्,चर्त्व,8.4.55,,
904,घ्,फ्,क्फ्,चर्त्व,8.4.55,,
905,घ्,ब्,ग्ब्,जश्त्व,8.4.53,,
906,घ्,भ्,ग्भ्,जश्त्व,8.4.53,,
907,घ्,म्,ग्म्,जश्त्व,8.2.39,"A झल् letter occurring at end of a पद is converted to the corresponding जश् letter.,","""A झल् letter occurring at end of a पद is converted to the corresponding जश् letter."",
    """
908,घ्,म्,ङ्म्,अनुनासिक,8.4.45,,
909,घ्,य्,ग्य्,जश्त्व,8.2.39,"A झल् letter occurring at end of a पद is converted to the corresponding जश् letter.,","A झल् letter occurring at end of a पद is converted to the corresponding जश् letter.,"
910,घ्,र्,ग्र्,जश्त्व,8.2.39,"""A झल् letter occurring at end of a पद is converted to the corresponding जश् letter."",
    ","""A झल् letter occurring at end of a पद is converted to the corresponding जश् letter."",
    "
911,घ्,ल्,ग्ल्,जश्त्व,8.2.39,"A झल् letter occurring at end of a पद is converted to the corresponding जश् letter.,","""A झल् letter occurring at end of a पद is converted to the corresponding जश् letter."",
    """
912,घ्,व्,ग्व्,जश्त्व,8.2.39,"A झल् letter occurring at end of a पद is converted to the corresponding जश् letter.,","A झल् letter occurring at end of a पद is converted to the corresponding जश् letter.,"
913,घ्,श्,क्श्,चर्त्व,8.4.55,,
914,घ्,ष्,क्ष्,चर्त्व,8.4.55,,
915,घ्,स्,क्स्,चर्त्व,8.4.55,,
916,घ्,ह्,ग्ह्,जश्त्व,8.2.39,"A झल् letter occurring at end of a पद is converted to the corresponding जश् letter.,","A झल् letter occurring at end of a पद is converted to the corresponding जश् letter.,"
917,घ्,ह्,ग्घ्,पूर्वसवर्ण,8.4.62,,
918,ङ्,अ,ङ,वर्णमेलन,,,
919,ङ्,आ,ङा,वर्णमेलन,,,
920,ङ्,इ,ङि,वर्णमेलन,,,
921,ङ्,ई,ङी,वर्णमेलन,,,
922,ङ्,उ,ङु,वर्णमेलन,,,
923,ङ्,ऊ,ङू,वर्णमेलन,,,
924,ङ्,ऋ,ङृ,वर्णमेलन,,,
925,ङ्,़,ङ़्,वर्णमेलन,,,
926,ङ्,ऌ,ङॢ,वर्णमेलन,,,
927,ङ्,ए,ङे,वर्णमेलन,,,
928,ङ्,ऐ,ङै,वर्णमेलन,,,
929,ङ्,ओ,ङो,वर्णमेलन,,,
930,ङ्,औ,ङौ,वर्णमेलन,,,
931,ङ्,क्,ङ्क्,वर्णमेलन,,,
932,ङ्,ख्,ङ्ख्,वर्णमेलन,,,
933,ङ्,ग्,ङ्ग्,वर्णमेलन,,,
934,ङ्,घ्,ङ्घ्,वर्णमेलन,,,
935,ङ्,ङ्,ङ्ङ्,वर्णमेलन,,,
936,ङ्,च्,ङ्च्,वर्णमेलन,,,
937,ङ्,छ्,ङ्छ्,वर्णमेलन,,,
938,ङ्,ज्,ङ्ज्,वर्णमेलन,,,
939,ङ्,झ्,ङ्झ्,वर्णमेलन,,,
940,ङ्,ञ्,ङ्ञ्,वर्णमेलन,,,
941,ङ्,ट्,ङ्ट्,वर्णमेलन,,,
942,ङ्,ठ्,ङ्ठ्,वर्णमेलन,,,
943,ङ्,ड्,ङ्ड्,वर्णमेलन,,,
944,ङ्,ढ्,ङ्ढ्,वर्णमेलन,,,
945,ङ्,ण्,ङ्ण्,वर्णमेलन,,,
946,ङ्,त्,ङ्त्,वर्णमेलन,,,
947,ङ्,थ्,ङ्थ्,वर्णमेलन,,,
948,ङ्,द्,ङ्द्,वर्णमेलन,,,
949,ङ्,ध्,ङ्ध्,वर्णमेलन,,,
950,ङ्,न्,ङ्न्,वर्णमेलन,,,
951,ङ्,प्,ङ्प्,वर्णमेलन,,,
952,ङ्,फ्,ङ्फ्,वर्णमेलन,,,
953,ङ्,ब्,ङ्ब्,वर्णमेलन,,,
954,ङ्,भ्,ङ्भ्,वर्णमेलन,,,
955,ङ्,म्,ङ्म्,वर्णमेलन,,,
956,ङ्,य्,ङ्य्,वर्णमेलन,,,
957,ङ्,र्,ङ्र्,वर्णमेलन,,,
958,ङ्,ल्,ङ्ल्,वर्णमेलन,,,
959,ङ्,व्,ङ्व्,वर्णमेलन,,,
960,ङ्,श्,ङ्क्श्,कुगागम,8.3.28,,
961,ङ्,श्,ङ्ख्श्,द्वितीयवर्णादेश,,,
962,ङ्,श्,ङ्श्,कुगागमाभाव,,,
963,ङ्,ष्,ङ्क्ष्,कुगागम,8.3.28,,
964,ङ्,ष्,ङ्ख्ष्,द्वितीयवर्णादेश,,,
965,ङ्,ष्,ङ्ष्,कुगागमाभाव,,,
966,ङ्,स्,ङ्क्स्,कुगागमः,8.3.28,,
967,ङ्,स्,ङ्ख्स्,द्वितीयवर्णादेश,,,
968,ङ्,स्,ङ्स्,कुगागमाभाव,,,
969,ङ्,ह्,ङ्ह्,वर्णमेलन,,,
970,च्,अ,ज,जश्त्व,8.2.39,,
971,च्,आ,जा,जश्त्व,8.2.39,,
972,च्,इ,जि,जश्त्व,8.2.39,,
973,च्,ई,जी,जश्त्व,8.2.39,,
974,च्,उ,जु,जश्त्व,8.2.39,,
975,च्,ऊ,जू,जश्त्व,8.2.39,,
976,च्,ऋ,जृ,जश्त्व,8.2.39,,
977,च्,़,ज़्,जश्त्व,8.2.39,,
978,च्,ऌ,जॢ,जश्त्व,8.2.39,,
979,च्,ए,जे,जश्त्व,8.2.39,,
980,च्,ऐ,जै,जश्त्व,8.2.39,,
981,च्,ओ,जो,जश्त्व,8.2.39,,
982,च्,औ,जौ,जश्त्व,8.2.39,,
983,च्,क्,च्क्,चर्त्व,8.4.55,,
984,च्,ख्,च्ख्,चर्त्व,8.4.55,,
985,च्,ग्,ज्ग्,जश्त्व,8.4.53,,
986,च्,घ्,ज्घ्,जश्त्व,8.4.53,,
987,च्,ङ्,ज्ङ्,जश्त्व,8.2.39,,
988,च्,ङ्,ञ्ङ्,अनुनासिक,8.4.45,,
989,च्,च्,च्च्,चर्त्व,8.4.55,,
990,च्,छ्,च्छ्,चर्त्व,8.4.55,,
991,च्,ज्,ज्ज्,जश्त्व,8.4.53,,
992,च्,झ्,ज्झ्,जश्त्व,8.4.53,,
993,च्,ञ्,ज्ञ्,जश्त्व,8.2.39,,
994,च्,ञ्,ञ्ञ्,अनुनासिक,8.4.45,,
995,च्,ट्,च्ट्,चर्त्व,8.4.55,,
996,च्,ठ्,च्ठ्,चर्त्व,8.4.55,,
997,च्,ड्,ज्ड्,जश्त्व,8.4.53,,
998,च्,ढ्,ज्ढ्,जश्त्व,8.4.53,,
999,च्,ण्,ज्ण्,जश्त्व,8.2.39,,
1000,च्,ण्,ञ्ण्,अनुनासिक,8.4.45,,
1001,च्,त्,च्च्,श्चुत्व,8.4.40,,
1002,च्,थ्,च्छ्,श्चुत्व,8.4.40,,
1003,च्,द्,ज्द्,जश्त्व,8.4.53,,
1004,च्,ध्,झ्ध्,जश्त्व,8.4.53,,
1005,च्,न्,च्ञ्,श्चुत्व,,,
1006,च्,प्,च्प्,चर्त्व,8.4.55,,
1007,च्,फ्,च्फ्,चर्त्व,8.4.55,,
1008,च्,ब्,ज्ब्,जश्त्व,8.4.53,,
1009,च्,भ्,ज्भ्,जश्त्व,8.4.53,,
1010,च्,म्,ज्म्,जश्त्व,8.2.39,,
1011,च्,म्,ञ्म्,अनुनासिक,8.4.45,,
1012,च्,य्,ज्य्,जश्त्व,8.2.39,,
1013,च्,र्,ज्र्,जश्त्व,8.2.39,,
1014,च्,ल्,ज्ल्,जश्त्व,8.2.39,,
1015,च्,व्,ज्व्,जश्त्व,8.2.39,,
1016,च्,श्,च्श्,चर्त्व,8.4.55,,
1017,च्,ष्,च्ष्,चर्त्व,8.4.55,,
1018,च्,स्,च्स्,चर्त्व,8.4.55,,
1019,च्,ह्,ज्ह्,जश्त्व,8.2.39,,
1020,च्,ह्,ज्झ्,पूर्वसवर्ण,8.4.62,,
1021,छ्,अ,ज,जश्त्व,8.2.39,,
1022,छ्,आ,जा,जश्त्व,8.2.39,,
1023,छ्,इ,जि,जश्त्व,8.2.39,,
1024,छ्,ई,जी,जश्त्व,8.2.39,,
1025,छ्,उ,जु,जश्त्व,8.2.39,,
1026,छ्,ऊ,जू,जश्त्व,8.2.39,,
1027,छ्,ऋ,जृ,जश्त्व,8.2.39,,
1028,छ्,़,ज़्,जश्त्व,8.2.39,,
1029,छ्,ऌ,जॢ,जश्त्व,8.2.39,,
1030,छ्,ए,जे,जश्त्व,8.2.39,,
1031,छ्,ऐ,जै,जश्त्व,8.2.39,,
1032,छ्,ओ,जो,जश्त्व,8.2.39,,
1033,छ्,औ,जौ,जश्त्व,8.2.39,,
1034,छ्,क्,च्क्,चर्त्व,8.4.55,,
1035,छ्,ख्,च्ख्,चर्त्व,8.4.55,,
1036,छ्,ग्,ज्ग्,जश्त्व,8.4.53,,
1037,छ्,घ्,ज्घ्,जश्त्व,8.4.53,,
1038,छ्,ङ्,ज्ङ्,जश्त्व,8.2.39,,
1039,छ्,ङ्,ञ्ङ्,अनुनासिक,8.4.45,,
1040,छ्,च्,च्च्,चर्त्व,8.4.55,,
1041,छ्,छ्,च्छ्,चर्त्व,8.4.55,,
1042,छ्,ज्,ज्ज्,जश्त्व,8.4.53,,
1043,छ्,झ्,ज्झ्,जश्त्व,8.4.53,,
1044,छ्,ञ्,ज्ञ्,जश्त्व,8.2.39,,
1045,छ्,ञ्,ञ्ञ्,अनुनासिक,8.4.45,,
1046,छ्,ट्,च्ट्,चर्त्व,8.4.55,,
1047,छ्,ठ्,च्ठ्,चर्त्व,8.4.55,,
1048,छ्,ड्,ज्ड्,जश्त्व,8.4.53,,
1049,छ्,ढ्,ज्ढ्,जश्त्व,8.4.53,,
1050,छ्,ण्,ज्ण्,जश्त्व,8.2.39,,
1051,छ्,ण्,ञ्ण्,अनुनासिक,8.4.45,,
1052,छ्,त्,च्च्,श्चुत्व -> चर्त्व,8.4.40; 8.4.55,,
1053,छ्,थ्,च्छ्,श्चुत्व -> चर्त्व,8.4.40; 8.4.55,,
1054,छ्,द्,ज्ज्,श्चुत्व -> जश्त्व,8.4.40; 8.4.53,,
1055,छ्,ध्,झ्झ्,श्चुत्व -> जश्त्व,8.4.40; 8.4.53,,
1056,छ्,न्,ज्ञ्,जश्त्व -> श्चुत्व,8.2.39; 8.4.40,,
1057,छ्,न्,ञ्ञ्,अनुनासिक,8.4.45,,
1058,छ्,प्,च्प्,चर्त्व,8.4.55,,
1059,छ्,फ्,च्फ्,चर्त्व,8.4.55,,
1060,छ्,ब्,ज्ब्,जश्त्व,8.4.53,,
1061,छ्,भ्,ज्भ्,जश्त्व,8.4.53,,
1062,छ्,म्,ज्म्,जश्त्व,8.2.39,,
1063,छ्,म्,ञ्म्,अनुनासिक,8.4.45,,
1064,छ्,य्,ज्य्,जश्त्व,8.2.39,,
1065,छ्,र्,ज्र्,जश्त्व,8.2.39,,
1066,छ्,ल्,ज्ल्,जश्त्व,8.2.39,,
1067,छ्,व्,ज्व्,जश्त्व,8.2.39,,
1068,छ्,श्,च्श्,चर्त्व,8.4.55,,
1069,छ्,ष्,च्ष्,चर्त्व,8.4.55,,
1070,छ्,स्,च्स्,चर्त्व,8.4.55,,
1071,छ्,ह्,ज्ह्,जश्त्व,8.2.39,,
1072,छ्,ह्,ज्झ्,पूर्वसवर्ण,8.4.62,,
1073,ज्,अ,ज,जश्त्व,8.2.39,,
1074,ज्,आ,जा,जश्त्व,8.2.39,,
1075,ज्,इ,जि,जश्त्व,8.2.39,,
1076,ज्,ई,जी,जश्त्व,8.2.39,,
1077,ज्,उ,जु,जश्त्व,8.2.39,,
1078,ज्,ऊ,जू,जश्त्व,8.2.39,,
1079,ज्,ऋ,जृ,जश्त्व,8.2.39,,
1080,ज्,़,ज़्,जश्त्व,8.2.39,,
1081,ज्,ऌ,जॢ,जश्त्व,8.2.39,,
1082,ज्,ए,जे,जश्त्व,8.2.39,,
1083,ज्,ऐ,जै,जश्त्व,8.2.39,,
1084,ज्,ओ,जो,जश्त्व,8.2.39,,
1085,ज्,औ,जौ,जश्त्व,8.2.39,,
1086,ज्,क्,च्क्,चर्त्व,8.4.55,,
1087,ज्,ख्,च्ख्,चर्त्व,8.4.55,,
1088,ज्,ग्,ज्ग्,जश्त्व,8.4.53,,
1089,ज्,घ्,ज्घ्,जश्त्व,8.4.53,,
1090,ज्,ङ्,ज्ङ्,जश्त्व,8.2.39,,
1091,ज्,ङ्,ञ्ङ्,अनुनासिक,8.4.45,,
1092,ज्,च्,च्च्,चर्त्व,8.4.55,,
1093,ज्,छ्,च्छ्,चर्त्व,8.4.55,,
1094,ज्,ज्,ज्ज्,जश्त्व,8.4.53,,
1095,ज्,झ्,ज्झ्,जश्त्व,8.4.53,,
1096,ज्,ञ्,ज्ञ्,जश्त्व,8.2.39,,
1097,ज्,ञ्,ञ्ञ्,अनुनासिक,8.4.45,,
1098,ज्,ट्,च्ट्,चर्त्व,8.4.55,,
1099,ज्,ठ्,च्ठ्,चर्त्व,8.4.55,,
1100,ज्,ड्,ज्ड्,जश्त्व,8.4.53,,
1101,ज्,ढ्,ज्ढ्,जश्त्व,8.4.53,,
1102,ज्,ण्,ज्ण्,जश्त्व,8.2.39,,
1103,ज्,ण्,ञ्ण्,अनुनासिक,8.4.45,,
1104,ज्,त्,च्च्,श्चुत्व -> चर्त्व,8.4.40; 8.4.55,,
1105,ज्,थ्,च्छ्,श्चुत्व -> चर्त्व,8.4.40; 8.4.55,,
1106,ज्,द्,ज्ज्,श्चुत्व -> जश्त्व,8.4.40; 8.4.53,,
1107,ज्,ध्,ज्झ्,श्चुत्व -> जश्त्व,8.4.40; 8.4.53,,
1108,ज्,न्,ज्ञ्,जश्त्व -> श्चुत्व,8.2.39; 8.4.40,,
1109,ज्,न्,ञ्ञ्,अनुनासिक,8.4.45,,
1110,ज्,प्,च्प्,चर्त्व,8.4.55,,
1111,ज्,फ्,च्फ्,चर्त्व,8.4.55,,
1112,ज्,ब्,ज्ब्,जश्त्व,8.4.53,,
1113,ज्,भ्,ज्भ्,जश्त्व,8.4.53,,
1114,ज्,म्,ज्म्,जश्त्व,8.2.39,,
1115,ज्,म्,ञ्म्,अनुनासिक,8.4.45,,
1116,ज्,य्,ज्य्,जश्त्व,8.2.39,,
1117,ज्,र्,ज्र्,जश्त्व,8.2.39,,
1118,ज्,ल्,ज्ल्,जश्त्व,8.2.39,,
1119,ज्,व्,ज्व्,जश्त्व,8.2.39,,
1120,ज्,श्,च्श्,चर्त्व,8.4.55,,
1121,ज्,ष्,च्ष्,चर्त्व,8.4.55,,
1122,ज्,स्,च्स्,चर्त्व,8.4.55,,
1123,ज्,ह्,ज्झ्,पूर्वसवर्ण,8.4.62,,
1124,ज्,ह्,ज्ह्,जश्त्व,8.2.39,,
1125,झ्,अ,ज,जश्त्व,8.2.39,,
1126,झ्,आ,जा,जश्त्व,8.2.39,,
1127,झ्,इ,जि,जश्त्व,8.2.39,,
1128,झ्,ई,जी,जश्त्व,8.2.39,,
1129,झ्,उ,जु,जश्त्व,8.2.39,,
1130,झ्,ऊ,जू,जश्त्व,8.2.39,,
1131,झ्,ऋ,जृ,जश्त्व,8.2.39,,
1132,झ्,़,ज़्,जश्त्व,8.2.39,,
1133,झ्,ऌ,जॢ,जश्त्व,8.2.39,,
1134,झ्,ए,जे,जश्त्व,8.2.39,,
1135,झ्,ऐ,जै,जश्त्व,8.2.39,,
1136,झ्,ओ,जो,जश्त्व,8.2.39,,
1137,झ्,औ,जौ,जश्त्व,8.2.39,,
1138,झ्,क्,च्क्,चर्त्व,8.4.55,,
1139,झ्,ख्,च्ख्,चर्त्व,8.4.55,,
1140,झ्,ग्,ज्ग्,जश्त्व,8.4.53,,
1141,झ्,घ्,ज्घ्,जश्त्व,8.4.53,,
1142,झ्,ङ्,ज्ङ्,जश्त्व,8.2.39,,
1143,झ्,ङ्,ञ्ङ्,अनुनासिक,8.4.45,,
1144,झ्,च्,च्च्,चर्त्व,8.4.55,,
1145,झ्,छ्,च्छ्,चर्त्व,8.4.55,,
1146,झ्,ज्,ज्ज्,जश्त्व,8.4.53,,
1147,झ्,झ्,ज्झ्,जश्त्व,8.4.53,,
1148,झ्,ञ्,ज्ञ्,जश्त्व,8.2.39,,
1149,झ्,ञ्,ञ्ञ्,अनुनासिक,8.4.45,,
1150,झ्,ट्,च्ट्,चर्त्व,8.4.55,,
1151,झ्,ठ्,च्ठ्,चर्त्व,8.4.55,,
1152,झ्,ड्,ज्ड्,जश्त्व,8.4.53,,
1153,झ्,ढ्,ज्ढ्,जश्त्व,8.4.53,,
1154,झ्,ण्,ज्ण्,जश्त्व,8.2.39,,
1155,झ्,ण्,ञ्ण्,अनुनासिक,8.4.45,,
1156,झ्,त्,च्च्,श्चुत्व -> चर्त्व,8.4.40; 8.4.55,,
1157,झ्,थ्,च्छ्,श्चुत्व -> चर्त्व,8.4.40; 8.4.55,,
1158,झ्,द्,ज्ज्,श्चुत्व -> जश्त्व,8.4.40; 8.4.53,,
1159,झ्,ध्,ज्झ्,श्चुत्व -> जश्त्व,8.4.40; 8.4.53,,
1160,झ्,न्,ज्ञ्,जश्त्व -> श्चुत्व,8.2.39; 8.4.40,,
1161,झ्,न्,ञ्ञ्,अनुनासिक,8.4.45,,
1162,झ्,प्,च्प्,चर्त्व,8.4.55,,
1163,झ्,फ्,च्फ्,चर्त्व,8.4.55,,
1164,झ्,ब्,ज्ब्,जश्त्व,8.4.53,,
1165,झ्,भ्,ज्भ्,जश्त्व,8.4.53,,
1166,झ्,म्,ज्म्,जश्त्व,8.2.39,,
1167,झ्,म्,ञ्म्,अनुनासिक,8.4.45,,
1168,झ्,य्,ज्य्,जश्त्व,8.2.39,,
1169,झ्,र्,ज्र्,जश्त्व,8.2.39,,
1170,झ्,ल्,ज्ल्,जश्त्व,8.2.39,,
1171,झ्,व्,ज्व्,जश्त्व,8.2.39,,
1172,झ्,श्,च्श्,चर्त्व,8.4.55,,
1173,झ्,ष्,च्ष्,चर्त्व,8.4.55,,
1174,झ्,स्,च्स्,चर्त्व,8.4.55,,
1175,झ्,ह्,ज्झ्,पूर्वसवर्ण,8.4.62,,
1176,झ्,ह्,ज्ह्,जश्त्व,8.2.39,,
1177,ञ्,अ,ञ,वर्णमेलन,,,
1178,ञ्,आ,ञा,वर्णमेलन,,,
1179,ञ्,इ,ञि,वर्णमेलन,,,
1180,ञ्,ई,ञी,वर्णमेलन,,,
1181,ञ्,उ,ञु,वर्णमेलन,,,
1182,ञ्,ऊ,ञू,वर्णमेलन,,,
1183,ञ्,ऋ,ञृ,वर्णमेलन,,,
1184,ञ्,़,ञ़्,वर्णमेलन,,,
1185,ञ्,ऌ,ञॢ,वर्णमेलन,,,
1186,ञ्,ए,ञे,वर्णमेलन,,,
1187,ञ्,ऐ,ञै,वर्णमेलन,,,
1188,ञ्,ओ,ञो,वर्णमेलन,,,
1189,ञ्,औ,ञौ,वर्णमेलन,,,
1190,ञ्,क्,ञ्क्,वर्णमेलन,,,
1191,ञ्,ख्,ञ्ख्,वर्णमेलन,,,
1192,ञ्,ग्,ञ्ग्,वर्णमेलन,,,
1193,ञ्,घ्,ञ्घ्,वर्णमेलन,,,
1194,ञ्,ङ्,ञ्ङ्,वर्णमेलन,,,
1195,ञ्,च्,ञ्च्,वर्णमेलन,,,
1196,ञ्,छ्,ञ्छ्,वर्णमेलन,,,
1197,ञ्,ज्,ञ्ज्,वर्णमेलन,,,
1198,ञ्,झ्,ञ्झ्,वर्णमेलन,,,
1199,ञ्,ञ्,ञ्ञ्,वर्णमेलन,,,
1200,ञ्,ट्,ञ्ट्,वर्णमेलन,,,
1201,ञ्,ठ्,ञ्ठ्,वर्णमेलन,,,
1202,ञ्,ड्,ञ्ड्,वर्णमेलन,,,
1203,ञ्,ढ्,ञ्ढ्,वर्णमेलन,,,
1204,ञ्,ण्,ञ्ण्,वर्णमेलन,,,
1205,ञ्,त्,ञ्च्,श्चुत्व,8.4.40,,
1206,ञ्,थ्,ञ्छ्,श्चुत्व,8.4.40,,
1207,ञ्,द्,ञ्ज्,श्चुत्व,8.4.40,,
